"year","individual_id","income","h_id","tax_income"
1981,242,10370.3071770378,79,10370.3071770378
1981,243,207750.060673777,80,284617.583123075
1981,244,3999.97971564885,80,3999.97971564885
1981,245,16838.4898671811,81,16838.4898671811
1981,246,382140.160470145,81,569388.839100516
1981,247,18930.6517295374,82,18930.6517295374
1981,248,2864.75738808906,82,2864.75738808906
1981,249,8126.17690934377,82,8126.17690934377
1981,250,45624.0362948619,82,45624.0362948619
1981,251,12538.9576973073,83,12538.9576973073
1981,252,9482.33103390251,83,9482.33103390251
1981,253,13149.3045306898,83,13149.3045306898
1981,254,25228.8881150312,83,25228.8881150312
1981,255,242259.115303937,84,324627.214507276
1981,256,19286.3396047898,84,19286.3396047898
1981,257,111435.279030609,85,111435.279030609
1981,258,56734.125734613,85,56734.125734613
1981,259,18574.4109432413,85,18574.4109432413
1981,260,2209.77724577347,86,2209.77724577347
1981,261,10080.1560602303,86,10080.1560602303
1981,262,10563.8631640765,86,10563.8631640765
1981,263,23640.8552544606,86,23640.8552544606
1981,264,154863.291516066,87,229197.671443778
1981,265,686676.423341618,87,885812.586110687
1981,266,224441.772771197,87,267085.709597724
1981,267,18038.6787967982,87,18038.6787967982
1981,268,1580.04547406958,88,1580.04547406958
1981,269,12293.5523396647,88,12293.5523396647
1981,270,25180.1391705368,88,25180.1391705368
1981,271,78238.685687985,89,78238.685687985
1981,272,93320.2077857073,89,93320.2077857073
1981,273,61479.8122693953,89,61479.8122693953
1981,274,2716.46987230557,90,2716.46987230557
1981,275,78783.9494920591,90,78783.9494920591
1981,276,11272.9820794911,90,11272.9820794911
1981,277,28629.8182616234,90,28629.8182616234
1981,278,24632.6176836257,91,24632.6176836257
1981,279,41866.8719439428,91,41866.8719439428
1981,280,22856.9949508456,91,22856.9949508456
1981,281,1805.85122720616,92,1805.85122720616
1981,282,66485.8184267015,92,66485.8184267015
1981,283,39302.3602192898,93,39302.3602192898
1981,284,14787.2789846604,93,14787.2789846604
1981,285,26297.174174852,93,26297.174174852
1981,286,26931.6638473106,94,26931.6638473106
1981,287,30684.9996323417,94,30684.9996323417
1981,288,258143.071000667,94,283957.378100734
1981,289,15857.9214676906,94,15857.9214676906
1981,290,28341.943130195,95,28341.943130195
1981,291,127080.472893541,95,127080.472893541
1981,292,107073.579400621,95,107073.579400621
1981,293,122748.725851028,96,122748.725851028
1981,294,9263.13662244547,96,9263.13662244547
1981,295,444064.053406918,96,586164.550497132
1981,296,24344.2584085122,97,24344.2584085122
1981,297,362318.075662068,97,405796.244741516
1981,298,2903.42388906038,97,2903.42388906038
1981,299,22730.7833503229,98,22730.7833503229
1981,300,143612.19515295,98,143612.19515295
1981,301,7533.663470621,98,7533.663470621
1981,302,7122.16155610995,98,7122.16155610995
1981,303,5389.41403475431,99,5389.41403475431
1981,304,4542.48764769452,99,4542.48764769452
1981,305,11433.0172717025,99,11433.0172717025
1981,306,36198.3479285101,100,36198.3479285101
1981,307,1073.50497654293,100,1073.50497654293
1981,308,30271.7632196033,100,30271.7632196033
1981,309,140788.292532927,100,140788.292532927
1981,310,468064.332172893,101,645928.778398592
1981,311,155090.483222014,101,232635.724833021
1981,312,68539.2700710733,101,68539.2700710733
1981,313,1652.26838465159,101,1652.26838465159
1981,314,8935.0760407145,102,8935.0760407145
1981,315,12989.9377190933,102,12989.9377190933
1981,316,63277.5480546887,102,63277.5480546887
1981,317,18797.7601167579,103,18797.7601167579
1981,318,3334.3300643301,103,3334.3300643301
1981,319,275585.598628065,104,344481.998285081
1981,320,86429.7252349085,104,86429.7252349085
1981,321,31449.7215620527,104,31449.7215620527
1981,322,136921.481871901,105,136921.481871901
1981,323,2956.72811426574,105,2956.72811426574
1981,324,59351.3678342546,105,59351.3678342546
1981,325,10053.0508595067,105,10053.0508595067
1981,326,61427.8308601075,106,61427.8308601075
1981,327,20105.8695334845,106,20105.8695334845
1981,328,56922.2209105124,106,56922.2209105124
1981,329,163288.919430814,107,233503.154786064
1981,330,22268.6499271614,107,22268.6499271614
1981,331,101350.284139987,108,101350.284139987
1981,332,3704.66808224332,108,3704.66808224332
1981,333,7462.10883827882,108,7462.10883827882
1981,334,215093.171076272,109,279621.122399154
1981,335,38796.3698061058,109,38796.3698061058
1981,336,1014.00769142022,109,1014.00769142022
1981,337,2846.78003389964,109,2846.78003389964
1981,338,16298.5019329347,110,16298.5019329347
1981,339,80714.144095422,110,80714.144095422
1981,340,18904.8752293426,110,18904.8752293426
1981,341,56178.0397663998,110,56178.0397663998
1981,342,92828.4148751663,111,92828.4148751663
1981,343,270109.373581698,111,380854.216750194
1981,344,23957.2219435502,111,23957.2219435502
1981,345,20374.2502671683,111,20374.2502671683
1981,346,1587.86235729903,112,1587.86235729903
1981,347,25565.3038064902,112,25565.3038064902
1981,348,9341.52611192754,112,9341.52611192754
1981,349,5110.15811911243,113,5110.15811911243
1981,350,16816.9175112355,113,16816.9175112355
1981,351,100953.446024871,114,100953.446024871
1981,352,1108.62663995748,114,1108.62663995748
1981,353,11603.7206248855,114,11603.7206248855
1981,354,26237.7875972464,115,26237.7875972464
1981,355,5768.62278123464,115,5768.62278123464
1981,356,36346.544398377,115,36346.544398377
1981,357,40828.8770520278,116,40828.8770520278
1981,358,20961.5641491254,116,20961.5641491254
1981,359,545.20000519989,117,545.20000519989
1981,360,1042557.32463204,117,1501282.54747014
1981,361,16188.4145444056,117,16188.4145444056
1981,362,58500.4615177717,118,58500.4615177717
1981,363,33211.4420820406,118,33211.4420820406
1981,364,102437.675858842,119,102437.675858842
1981,365,75093.4915008928,119,75093.4915008928
1981,366,16079.6575064699,119,16079.6575064699
1981,367,38841.7764232701,119,38841.7764232701
1981,368,5334.16028149222,120,5334.16028149222
1981,369,79648.9805670328,120,79648.9805670328
1981,370,11030.7542508552,120,11030.7542508552
1981,371,826669.313003892,121,1140803.65194537
1981,372,1850.89883431289,121,1850.89883431289
1981,373,10982.069051872,122,10982.069051872
1981,374,75968.1759549702,122,75968.1759549702
1981,375,47344.1631324605,122,47344.1631324605
1981,376,9097.71390967772,123,9097.71390967772
1981,377,4938.55909612631,123,4938.55909612631
1981,378,27356.6126403235,124,27356.6126403235
1981,379,21558.789552668,124,21558.789552668
1981,380,1502.03801877446,125,1502.03801877446
1981,381,23198.1218747006,125,23198.1218747006
1981,382,29300.0784811374,125,29300.0784811374
1981,383,28626.5416299009,125,28626.5416299009
1981,384,4525.4596726742,126,4525.4596726742
1981,385,44990.1977593211,126,44990.1977593211
1981,386,174181.860111617,126,224694.599543986
1981,387,43667.2907225742,126,43667.2907225742
1981,388,4010.2838143361,127,4010.2838143361
1981,389,11459.0122500866,127,11459.0122500866
1981,390,37017.8470979757,127,37017.8470979757
1981,391,8345.11446853807,128,8345.11446853807
1981,392,865.693134381587,128,865.693134381587
1981,393,82981.7704930673,128,82981.7704930673
1981,394,6347.29224327848,128,6347.29224327848
1981,395,9317.59282600174,129,9317.59282600174
1981,396,210207.604349944,129,311107.254437917
1981,397,6896.59165562037,129,6896.59165562037
1981,398,78323.0571304547,129,78323.0571304547
1981,399,3324.17127616009,130,3324.17127616009
1981,400,12941.3953609315,130,12941.3953609315
1981,401,19725.4699651879,130,19725.4699651879
1981,402,3816.24740233439,131,3816.24740233439
1981,403,8500.47737474953,131,8500.47737474953
1981,404,21093.8682002686,131,21093.8682002686
1981,405,60237.1140085113,132,60237.1140085113
1981,406,1852.29406474697,132,1852.29406474697
1981,407,13034.6782325914,133,13034.6782325914
1981,408,68501.4134139836,133,68501.4134139836
1981,409,9816.1695595428,133,9816.1695595428
1981,410,30975.0674020472,134,30975.0674020472
1981,411,46089.6114344586,134,46089.6114344586
1981,412,32917.2634151088,135,32917.2634151088
1981,413,58681.8946288208,135,58681.8946288208
1981,414,18323.4512690505,135,18323.4512690505
1981,415,11842.9168019184,135,11842.9168019184
1981,416,417.914377053165,136,417.914377053165
1981,417,19160.1613423631,136,19160.1613423631
1981,418,42000.0901856248,136,42000.0901856248
1981,419,49172.9159115253,137,49172.9159115253
1981,420,9576.64377582612,137,9576.64377582612
1981,421,317824.418013504,137,403637.01087715
1981,422,33848.0486410777,138,33848.0486410777
1981,423,26621.4826618668,138,26621.4826618668
1981,424,148508.900165416,138,173755.413193537
1981,425,7497.31824329424,138,7497.31824329424
1981,426,11209.2214706393,139,11209.2214706393
1981,427,803055.18979453,139,1148368.92140618
1981,428,22397.2571308809,139,22397.2571308809
1981,429,255340.347961788,139,321728.838431853
1981,430,2545.90135334978,140,2545.90135334978
1981,431,16551.3805945399,140,16551.3805945399
1981,432,38856.7021898159,140,38856.7021898159
1981,433,34546.3720470665,140,34546.3720470665
1981,434,4873.39262314533,141,4873.39262314533
1981,435,22672.0668826708,141,22672.0668826708
1981,436,4375.90668817828,141,4375.90668817828
1981,437,64154.8510667336,141,64154.8510667336
1981,438,112101.796498808,142,112101.796498808
1981,439,782.519197194183,142,782.519197194183
1981,440,140581.15173734,142,140581.15173734
1981,441,3423.5498336029,143,3423.5498336029
1981,442,43571.2977239983,143,43571.2977239983
1981,443,59269.7275027727,143,59269.7275027727
1981,444,16320.3040334935,144,16320.3040334935
1981,445,8369.32960011771,144,8369.32960011771
1981,446,28225.5120864515,145,28225.5120864515
1981,447,42541.1895336154,145,42541.1895336154
1981,448,82863.8542638457,146,82863.8542638457
1981,449,1013.83406233494,146,1013.83406233494
1981,450,1892.0782326003,147,1892.0782326003
1981,451,188264.564735517,147,224034.832035265
1981,452,105867.4660668,148,105867.4660668
1981,453,42316.5450020582,148,42316.5450020582
1981,454,64393.4765185995,149,64393.4765185995
1981,455,87182.802940392,149,87182.802940392
1981,456,406.919672989425,150,406.919672989425
1981,457,116473.102436582,150,116473.102436582
1981,458,10641.5199502097,150,10641.5199502097
1981,459,31129.9371956354,150,31129.9371956354
1981,460,14147.0768497642,151,14147.0768497642
1981,461,81466.5211271383,151,81466.5211271383
1981,462,13059.7639261279,151,13059.7639261279
1981,463,47942.4038123253,151,47942.4038123253
1981,464,12258.4715497629,152,12258.4715497629
1981,465,4276.19633363842,152,4276.19633363842
1981,466,135268.336943645,153,135268.336943645
1981,467,66926.4823063076,153,66926.4823063076
1981,468,292550.727724383,153,327656.815051309
1981,469,24287.8352957028,153,24287.8352957028
1981,470,119074.43952401,154,119074.43952401
1981,471,426398.051013136,154,601221.251928522
1981,472,14440.2803552455,154,14440.2803552455
1981,473,3027.74479974095,154,3027.74479974095
1981,474,15382.2980395329,155,15382.2980395329
1981,475,15977.5220249588,155,15977.5220249588
1981,476,27653.8643523582,155,27653.8643523582
1981,477,287350.345407274,155,304591.36613171
1981,478,13504.5799337142,156,13504.5799337142
1981,479,38542.121367003,156,38542.121367003
1981,480,15653.8770898443,157,15653.8770898443
1981,481,22712.621514088,157,22712.621514088
1981,482,35280.5286796533,157,35280.5286796533
1981,483,161509.952325957,157,174430.748512034
1981,484,26422.6682419114,158,26422.6682419114
1981,485,64168.2282459761,158,64168.2282459761
1981,486,70847.860330886,158,70847.860330886
1981,487,86869.294534156,158,86869.294534156
1981,488,9305.93987709526,159,9305.93987709526
1981,489,252791.880203802,159,270487.311818068
1981,490,12438.6630799309,160,12438.6630799309
1981,491,18794.5788562651,160,18794.5788562651
1981,492,180967.982361699,160,233448.697246592
1981,493,153449.355384065,161,171863.278030153
1981,494,4294.16408951847,161,4294.16408951847
1981,495,5945.52134138779,161,5945.52134138779
1981,496,2872.33742460863,161,2872.33742460863
1981,497,28933.9460595576,162,28933.9460595576
1981,498,28205.1905452643,162,28205.1905452643
1981,499,38031.5756197331,162,38031.5756197331
1981,500,50424.7079647317,162,50424.7079647317
1981,501,8929.9022809014,163,8929.9022809014
1981,502,4961.4440345839,163,4961.4440345839
1981,503,102762.685450715,163,102762.685450715
1981,504,67954.3852492349,164,67954.3852492349
1981,505,2289.86969688766,164,2289.86969688766
1981,506,19096.8527644288,164,19096.8527644288
1981,507,5744.9602193586,164,5744.9602193586
1981,508,986.214024255264,165,986.214024255264
1981,509,27589.2145120423,165,27589.2145120423
1981,510,19558.8360683876,166,19558.8360683876
1981,511,19033.3141430682,166,19033.3141430682
1981,512,30461.8028666091,166,30461.8028666091
1981,513,82759.8025957373,167,82759.8025957373
1981,514,29983.3125253423,167,29983.3125253423
1981,515,8737.21034922863,167,8737.21034922863
1981,516,7315.86913700557,168,7315.86913700557
1981,517,18075.1945497056,168,18075.1945497056
1981,518,35067.3395761841,168,35067.3395761841
1981,519,4630.77477431994,169,4630.77477431994
1981,520,16706.2252221302,169,16706.2252221302
1981,521,93985.978971766,169,93985.978971766
1981,522,18724.3456618674,170,18724.3456618674
1981,523,7726.17349223069,170,7726.17349223069
1981,524,14560.7123743229,170,14560.7123743229
1981,525,117239.346179918,170,117239.346179918
1981,526,50265.083087193,171,50265.083087193
1981,527,140788.451693836,171,140788.451693836
1981,528,27136.8207991036,172,27136.8207991036
1981,529,40758.2130147556,172,40758.2130147556
1981,530,9531.09253254558,172,9531.09253254558
1981,531,54614.5714988277,172,54614.5714988277
1981,532,10306.1871362741,173,10306.1871362741
1981,533,2615.34616119556,173,2615.34616119556
1981,534,26688.537591612,173,26688.537591612
1981,535,407899.796576855,174,546585.727412986
1981,536,73230.8097308836,174,73230.8097308836
1981,537,126485.136841109,174,126485.136841109
1981,538,37732.7457754443,175,37732.7457754443
1981,539,8841.07922561565,175,8841.07922561565
1981,540,16262.8511845727,175,16262.8511845727
1981,541,14619.7383990539,175,14619.7383990539
1981,542,10904.7126754771,176,10904.7126754771
1981,543,63338.6449059907,176,63338.6449059907
1981,544,3655.37785247933,177,3655.37785247933
1981,545,80785.2112092841,177,80785.2112092841
1981,546,80517.4112902074,177,80517.4112902074
1981,547,3648.48196985516,178,3648.48196985516
1981,548,57482.6244046029,178,57482.6244046029
1981,549,843520.91699159,179,1020660.30955982
1981,550,9548.8573498664,179,9548.8573498664
1981,551,78225.9225578464,180,78225.9225578464
1981,552,6813.74538840381,180,6813.74538840381
1981,553,116549.007329264,180,116549.007329264
1981,554,32039.8935859666,180,32039.8935859666
1981,555,262465.018016633,181,286086.86963813
1981,556,2468.93930741626,181,2468.93930741626
1981,557,20395.165588907,181,20395.165588907
1981,558,9992.72128862228,181,9992.72128862228
1981,559,16384.69090403,182,16384.69090403
1981,560,8566.6487088601,182,8566.6487088601
1981,561,6305.8599395727,182,6305.8599395727
1981,562,52474.5496213835,182,52474.5496213835
1981,563,4309.72307323813,183,4309.72307323813
1981,564,204034.912386744,183,287689.226465309
1981,565,3717.06672718723,184,3717.06672718723
1981,566,25632.5607631609,184,25632.5607631609
1981,567,48995.5095099737,185,48995.5095099737
1981,568,53109.0703294035,185,53109.0703294035
1981,569,14007.9457924331,186,14007.9457924331
1981,570,24816.2260146422,186,24816.2260146422
1981,571,93143.4659136176,186,93143.4659136176
1981,572,2478.23309708501,187,2478.23309708501
1981,573,6818.47032188869,187,6818.47032188869
1981,574,35617.8954413405,187,35617.8954413405
1981,575,11303.0404230339,187,11303.0404230339
1981,576,171958.077557493,188,218386.758498016
1981,577,60468.6782469749,188,60468.6782469749
1981,578,24544.6731150571,189,24544.6731150571
1981,579,2294.71521092612,189,2294.71521092612
1981,580,22905.9123625378,189,22905.9123625378
1981,581,13703.0840237417,190,13703.0840237417
1981,582,18891.7430460464,190,18891.7430460464
1981,583,3743.06906464675,191,3743.06906464675
1981,584,46536.2596787845,191,46536.2596787845
1981,585,4635.80591829263,191,4635.80591829263
1981,586,15688.2456753793,191,15688.2456753793
1981,587,39032.0641171913,192,39032.0641171913
1981,588,6800.32930012353,192,6800.32930012353
1981,589,52811.6510152852,193,52811.6510152852
1981,590,3057.13779931155,193,3057.13779931155
1981,591,325.49203182842,194,325.49203182842
1981,592,44242.9796635676,194,44242.9796635676
1981,593,77715.479699222,194,77715.479699222
1981,594,14346.0778692455,195,14346.0778692455
1981,595,46919.5345146195,195,46919.5345146195
1981,596,3889.8474207066,195,3889.8474207066
1981,597,18201.8240352763,195,18201.8240352763
1981,598,1197.17804350609,196,1197.17804350609
1981,599,129543.412701233,196,129543.412701233
1981,600,358565.379616428,197,380079.302393414
1981,601,110306.528318695,197,110306.528318695
1981,602,21141.2111654861,197,21141.2111654861
1981,603,20952.3163859397,198,20952.3163859397
1981,604,2266.28808058166,198,2266.28808058166
1981,605,72083.3246621648,198,72083.3246621648
1981,606,16056.9768524486,198,16056.9768524486
1981,607,8224.60550823232,199,8224.60550823232
1981,608,2649.06310454213,199,2649.06310454213
1981,609,14049.6990559983,200,14049.6990559983
1981,610,6163.55066715747,200,6163.55066715747
1981,611,12142.3451269014,201,12142.3451269014
1981,612,3546.08699054773,201,3546.08699054773
1981,613,276892.389579939,201,401493.964890912
1981,614,21504.0422740062,202,21504.0422740062
1981,615,110460.98005555,202,110460.98005555
1981,616,444.722501098219,203,444.722501098219
1981,617,11161.2502028704,203,11161.2502028704
1981,618,7996.63864196773,204,7996.63864196773
1981,619,3517.86915272286,204,3517.86915272286
